#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
1511000      7.87e-02    7.96e-02      1.12e-03    4.80e-04      6.24e-02    6.65e-02    4.3e-07
1512000      8.68e-02    7.81e-02      1.11e-03    9.72e-04      6.84e-02    6.24e-02    4.3e-07
1513000      9.15e-02    6.79e-02      2.44e-03    1.75e-04      6.79e-02    5.69e-02    4.3e-07
1514000      8.95e-02    5.62e-02      2.01e-03    9.37e-05      6.48e-02    4.71e-02    4.2e-07
1515000      8.96e-02    7.27e-02      1.50e-03    9.99e-04      6.95e-02    6.05e-02    4.2e-07
1516000      9.13e-02    8.75e-02      1.48e-03    1.97e-03      6.87e-02    6.22e-02    4.2e-07
1517000      8.34e-02    6.69e-02      1.08e-03    6.50e-05      6.58e-02    5.62e-02    4.2e-07
1518000      8.60e-02    5.78e-02      9.86e-04    3.26e-04      6.81e-02    4.86e-02    4.2e-07
1519000      8.74e-02    4.41e-02      1.19e-03    4.90e-05      6.88e-02    3.71e-02    4.1e-07
1520000      8.33e-02    5.05e-02      1.56e-03    1.14e-03      6.52e-02    4.23e-02    4.1e-07
1521000      8.44e-02    8.08e-02      9.14e-04    9.15e-04      6.70e-02    6.56e-02    4.1e-07
1522000      8.08e-02    7.80e-02      1.23e-03    2.59e-03      6.38e-02    6.24e-02    4.1e-07
1523000      9.28e-02    3.31e-02      2.24e-03    7.26e-04      7.11e-02    2.78e-02    4.1e-07
1524000      8.61e-02    8.47e-02      7.04e-04    1.54e-03      7.03e-02    6.47e-02    4.0e-07
1525000      8.98e-02    8.01e-02      1.43e-03    4.20e-04      7.02e-02    6.72e-02    4.0e-07
1526000      8.58e-02    4.20e-02      1.23e-03    1.76e-03      6.63e-02    3.50e-02    4.0e-07
1527000      8.89e-02    8.81e-02      1.47e-03    1.64e-03      7.08e-02    6.70e-02    4.0e-07
1528000      7.82e-02    7.36e-02      1.09e-03    1.16e-04      6.38e-02    6.23e-02    4.0e-07
1529000      8.79e-02    7.59e-02      1.43e-03    1.67e-03      6.90e-02    6.29e-02    3.9e-07
1530000      8.26e-02    5.68e-02      1.66e-03    8.59e-04      6.46e-02    4.79e-02    3.9e-07
1531000      8.51e-02    9.41e-02      1.64e-03    2.21e-03      6.59e-02    6.89e-02    3.9e-07
1532000      7.75e-02    4.29e-02      1.27e-03    6.13e-04      6.11e-02    3.64e-02    3.9e-07
1533000      6.94e-02    5.05e-02      9.02e-04    8.71e-04      5.78e-02    4.26e-02    3.9e-07
1534000      8.25e-02    5.11e-02      1.37e-03    1.98e-03      6.50e-02    4.29e-02    3.8e-07
1535000      8.54e-02    5.19e-02      1.61e-03    1.73e-03      6.66e-02    4.29e-02    3.8e-07
1536000      7.89e-02    4.23e-02      1.58e-03    8.37e-04      6.17e-02    3.57e-02    3.8e-07
1537000      9.08e-02    4.89e-02      2.08e-03    5.45e-04      7.03e-02    4.15e-02    3.8e-07
1538000      8.40e-02    8.23e-02      1.44e-03    4.99e-04      6.69e-02    6.95e-02    3.8e-07
1539000      8.63e-02    5.10e-02      1.40e-03    3.17e-04      6.90e-02    4.35e-02    3.7e-07
1540000      8.17e-02    7.56e-02      1.30e-03    6.15e-04      6.49e-02    6.34e-02    3.7e-07
1541000      8.74e-02    4.58e-02      1.65e-03    4.63e-04      6.84e-02    3.90e-02    3.7e-07
1542000      8.40e-02    8.10e-02      1.12e-03    7.01e-05      6.79e-02    6.92e-02    3.7e-07
1543000      8.62e-02    9.45e-02      1.45e-03    1.91e-03      6.55e-02    7.11e-02    3.7e-07
1544000      8.73e-02    4.28e-02      1.48e-03    1.24e-03      6.79e-02    3.64e-02    3.6e-07
1545000      8.60e-02    7.66e-02      1.10e-03    3.16e-04      6.97e-02    6.53e-02    3.6e-07
1546000      8.46e-02    3.37e-02      1.18e-03    3.38e-04      6.85e-02    2.89e-02    3.6e-07
1547000      8.23e-02    7.69e-02      1.42e-03    5.66e-04      6.59e-02    6.49e-02    3.6e-07
1548000      8.22e-02    6.08e-02      1.53e-03    3.10e-05      6.44e-02    5.22e-02    3.6e-07
1549000      7.59e-02    4.99e-02      8.49e-04    2.94e-04      6.29e-02    4.29e-02    3.5e-07
1550000      8.77e-02    4.58e-02      1.94e-03    4.48e-04      6.61e-02    3.93e-02    3.5e-07
1551000      8.80e-02    5.72e-02      1.35e-03    1.15e-03      7.13e-02    4.90e-02    3.5e-07
1552000      8.43e-02    4.34e-02      1.51e-03    2.68e-04      6.48e-02    3.73e-02    3.5e-07
1553000      9.10e-02    5.24e-02      2.25e-03    1.86e-03      7.08e-02    4.38e-02    3.5e-07
1554000      8.87e-02    7.74e-02      1.75e-03    3.05e-05      6.83e-02    6.67e-02    3.5e-07
1555000      8.90e-02    8.82e-02      1.73e-03    1.41e-03      6.92e-02    7.05e-02    3.4e-07
1556000      8.75e-02    8.45e-02      1.38e-03    3.02e-03      6.89e-02    6.86e-02    3.4e-07
1557000      8.39e-02    8.36e-02      1.07e-03    3.21e-04      6.91e-02    7.20e-02    3.4e-07
1558000      8.78e-02    7.03e-02      1.32e-03    1.09e-03      6.99e-02    6.01e-02    3.4e-07
1559000      7.80e-02    3.30e-02      6.40e-04    8.62e-05      6.65e-02    2.85e-02    3.4e-07
1560000      8.74e-02    5.80e-02      1.59e-03    4.30e-05      7.10e-02    5.02e-02    3.4e-07
1561000      8.67e-02    3.54e-02      1.73e-03    2.57e-04      6.77e-02    3.06e-02    3.3e-07
1562000      8.15e-02    4.49e-02      8.56e-04    3.30e-03      6.73e-02    3.72e-02    3.3e-07
1563000      8.19e-02    3.92e-02      8.66e-04    9.00e-04      6.84e-02    3.38e-02    3.3e-07
1564000      8.06e-02    8.46e-02      6.93e-04    1.10e-03      6.81e-02    6.99e-02    3.3e-07
1565000      8.22e-02    8.06e-02      1.22e-03    1.10e-03      6.67e-02    6.62e-02    3.3e-07
1566000      7.65e-02    5.95e-02      1.84e-03    1.47e-03      5.93e-02    5.09e-02    3.3e-07
1567000      8.76e-02    4.69e-02      1.80e-03    3.89e-04      6.83e-02    4.07e-02    3.2e-07
1568000      8.92e-02    5.18e-02      1.91e-03    1.89e-04      6.67e-02    4.51e-02    3.2e-07
1569000      7.59e-02    7.68e-02      6.53e-04    3.37e-04      6.50e-02    6.65e-02    3.2e-07
1570000      7.89e-02    3.60e-02      1.10e-03    1.29e-03      6.52e-02    3.11e-02    3.2e-07
1571000      8.81e-02    4.39e-02      1.53e-03    8.64e-04      6.99e-02    3.79e-02    3.2e-07
1572000      8.37e-02    4.91e-02      1.42e-03    3.16e-04      6.61e-02    4.28e-02    3.2e-07
1573000      8.39e-02    5.76e-02      1.08e-03    9.81e-04      6.88e-02    4.96e-02    3.1e-07
1574000      8.34e-02    4.76e-02      1.80e-03    4.91e-04      6.41e-02    4.15e-02    3.1e-07
1575000      7.84e-02    7.57e-02      1.47e-03    1.78e-04      6.22e-02    6.61e-02    3.1e-07
1576000      8.31e-02    6.60e-02      1.22e-03    5.29e-04      6.90e-02    5.75e-02    3.1e-07
1577000      7.69e-02    4.60e-02      2.70e-03    4.17e-04      5.69e-02    4.01e-02    3.1e-07
1578000      7.76e-02    7.89e-02      1.37e-03    2.61e-04      6.32e-02    6.88e-02    3.1e-07
1579000      8.87e-02    9.21e-02      2.59e-03    1.67e-03      6.65e-02    7.30e-02    3.0e-07
1580000      8.88e-02    4.87e-02      1.33e-03    5.72e-04      7.24e-02    4.25e-02    3.0e-07
1581000      8.48e-02    8.27e-02      1.33e-03    4.43e-03      6.77e-02    6.23e-02    3.0e-07
1582000      7.89e-02    8.21e-02      1.23e-03    4.76e-04      6.52e-02    7.14e-02    3.0e-07
1583000      8.03e-02    8.64e-02      8.80e-04    6.13e-04      6.79e-02    7.49e-02    3.0e-07
1584000      7.38e-02    4.13e-02      1.57e-03    7.78e-04      5.89e-02    3.60e-02    3.0e-07
1585000      8.17e-02    6.22e-02      8.97e-04    1.31e-03      6.94e-02    5.36e-02    2.9e-07
1586000      8.32e-02    7.90e-02      9.64e-04    4.25e-04      7.02e-02    6.90e-02    2.9e-07
1587000      8.49e-02    6.07e-02      1.44e-03    5.08e-04      6.78e-02    5.32e-02    2.9e-07
1588000      7.66e-02    3.38e-02      8.12e-04    1.55e-04      6.57e-02    2.97e-02    2.9e-07
1589000      8.18e-02    4.27e-02      8.42e-04    2.87e-04      6.95e-02    3.76e-02    2.9e-07
1590000      7.85e-02    5.35e-02      8.65e-04    6.35e-04      6.69e-02    4.70e-02    2.9e-07
1591000      8.79e-02    4.71e-02      2.31e-03    1.38e-05      6.37e-02    4.15e-02    2.9e-07
1592000      8.27e-02    4.12e-02      1.56e-03    4.47e-04      6.68e-02    3.63e-02    2.8e-07
1593000      8.02e-02    5.04e-02      8.77e-04    1.12e-03      6.77e-02    4.43e-02    2.8e-07
1594000      8.32e-02    8.40e-02      1.09e-03    4.02e-04      6.88e-02    7.38e-02    2.8e-07
1595000      7.99e-02    8.04e-02      7.96e-04    8.54e-04      6.79e-02    6.88e-02    2.8e-07
1596000      8.21e-02    6.48e-02      1.17e-03    9.99e-04      6.84e-02    5.70e-02    2.8e-07
1597000      8.26e-02    4.69e-02      8.80e-04    7.14e-04      7.06e-02    4.11e-02    2.8e-07
1598000      7.62e-02    5.11e-02      1.16e-03    2.16e-03      6.30e-02    4.32e-02    2.8e-07
1599000      7.94e-02    6.91e-02      9.21e-04    7.63e-04      6.65e-02    6.10e-02    2.7e-07
1600000      8.08e-02    7.29e-02      1.68e-03    1.28e-04      6.33e-02    6.46e-02    2.7e-07
1601000      8.15e-02    5.26e-02      7.44e-04    2.05e-03      7.06e-02    4.49e-02    2.7e-07
1602000      7.71e-02    4.67e-02      8.74e-04    6.32e-04      6.57e-02    4.12e-02    2.7e-07
1603000      8.25e-02    7.89e-02      9.62e-04    1.84e-03      6.96e-02    6.83e-02    2.7e-07
1604000      7.80e-02    8.05e-02      1.07e-03    4.45e-04      6.47e-02    7.09e-02    2.7e-07
1605000      8.06e-02    5.57e-02      1.04e-03    6.14e-04      6.73e-02    4.92e-02    2.7e-07
1606000      7.35e-02    4.88e-02      7.90e-04    1.48e-03      6.33e-02    4.31e-02    2.6e-07
1607000      8.19e-02    6.28e-02      6.17e-04    7.51e-04      7.16e-02    5.59e-02    2.6e-07
1608000      8.17e-02    4.95e-02      8.68e-04    1.04e-03      7.06e-02    4.36e-02    2.6e-07
1609000      7.87e-02    7.71e-02      1.06e-03    1.50e-03      6.62e-02    6.75e-02    2.6e-07
1610000      8.15e-02    7.04e-02      1.14e-03    2.69e-04      6.77e-02    6.25e-02    2.6e-07
1611000      8.27e-02    7.57e-02      8.72e-04    7.71e-04      7.13e-02    6.56e-02    2.6e-07
1612000      7.38e-02    7.53e-02      1.14e-03    3.20e-04      6.18e-02    6.68e-02    2.6e-07
1613000      7.95e-02    4.78e-02      9.07e-04    1.73e-04      6.72e-02    4.27e-02    2.6e-07
1614000      7.96e-02    5.35e-02      9.16e-04    1.68e-03      6.91e-02    4.74e-02    2.5e-07
1615000      7.76e-02    7.51e-02      1.76e-03    3.68e-04      6.09e-02    6.66e-02    2.5e-07
1616000      7.95e-02    2.90e-02      1.09e-03    6.20e-04      6.78e-02    2.57e-02    2.5e-07
1617000      7.82e-02    6.56e-02      1.31e-03    1.39e-04      6.52e-02    5.86e-02    2.5e-07
1618000      8.17e-02    4.57e-02      1.41e-03    2.71e-03      6.72e-02    3.38e-02    2.5e-07
1619000      7.73e-02    7.73e-02      1.66e-03    8.11e-04      6.32e-02    6.70e-02    2.5e-07
1620000      7.84e-02    4.51e-02      9.36e-04    1.50e-03      6.69e-02    4.01e-02    2.5e-07
1621000      7.84e-02    7.99e-02      9.38e-04    2.47e-04      6.69e-02    7.14e-02    2.5e-07
1622000      7.42e-02    3.62e-02      9.87e-04    1.78e-03      6.38e-02    3.18e-02    2.4e-07
1623000      7.89e-02    4.58e-02      1.45e-03    1.39e-03      6.49e-02    4.08e-02    2.4e-07
1624000      7.57e-02    7.43e-02      8.30e-04    4.80e-04      6.64e-02    6.59e-02    2.4e-07
1625000      7.95e-02    7.54e-02      7.18e-04    9.66e-04      6.95e-02    6.45e-02    2.4e-07
1626000      7.51e-02    8.03e-02      9.54e-04    5.28e-04      6.39e-02    7.12e-02    2.4e-07
1627000      8.05e-02    6.07e-02      1.01e-03    1.90e-03      6.89e-02    5.41e-02    2.4e-07
1628000      8.05e-02    5.13e-02      9.71e-04    8.75e-04      6.83e-02    4.60e-02    2.4e-07
1629000      8.23e-02    5.46e-02      1.30e-03    2.61e-03      6.91e-02    4.82e-02    2.4e-07
1630000      7.04e-02    4.33e-02      6.21e-04    7.59e-04      6.23e-02    3.89e-02    2.3e-07
1631000      7.85e-02    6.28e-02      1.09e-03    3.26e-04      6.70e-02    5.65e-02    2.3e-07
1632000      7.91e-02    3.94e-02      7.15e-04    1.77e-03      6.92e-02    3.49e-02    2.3e-07
1633000      7.63e-02    4.04e-02      8.95e-04    5.72e-04      6.57e-02    3.63e-02    2.3e-07
1634000      7.76e-02    4.69e-02      6.84e-04    3.45e-04      6.85e-02    4.22e-02    2.3e-07
1635000      7.46e-02    9.38e-02      1.09e-03    2.10e-03      6.36e-02    8.27e-02    2.3e-07
1636000      8.63e-02    3.71e-02      1.21e-03    5.99e-04      7.38e-02    3.33e-02    2.3e-07
1637000      8.29e-02    7.82e-02      1.22e-03    5.07e-04      7.03e-02    6.98e-02    2.3e-07
1638000      7.62e-02    5.60e-02      1.34e-03    5.45e-04      6.31e-02    5.05e-02    2.2e-07
1639000      8.20e-02    5.70e-02      1.30e-03    7.81e-04      6.81e-02    5.11e-02    2.2e-07
1640000      7.73e-02    7.81e-02      1.30e-03    2.18e-04      6.48e-02    7.05e-02    2.2e-07
1641000      7.30e-02    7.50e-02      1.14e-03    2.45e-04      6.29e-02    6.77e-02    2.2e-07
1642000      7.91e-02    1.31e-01      9.28e-04    1.58e-03      6.92e-02    1.18e-01    2.2e-07
1643000      7.89e-02    2.85e-02      1.24e-03    2.06e-04      6.73e-02    2.58e-02    2.2e-07
1644000      7.28e-02    4.12e-02      9.69e-04    4.21e-04      6.37e-02    3.73e-02    2.2e-07
1645000      7.91e-02    7.65e-02      7.78e-04    6.04e-04      6.93e-02    6.81e-02    2.2e-07
1646000      7.21e-02    3.94e-02      1.08e-03    1.12e-03      6.28e-02    3.50e-02    2.2e-07
1647000      7.70e-02    4.54e-02      1.56e-03    2.17e-04      6.37e-02    4.12e-02    2.1e-07
1648000      7.28e-02    3.26e-02      7.48e-04    9.57e-04      6.45e-02    2.94e-02    2.1e-07
1649000      7.74e-02    4.32e-02      7.70e-04    1.26e-03      6.82e-02    3.89e-02    2.1e-07
1650000      7.31e-02    7.36e-02      1.30e-03    4.65e-04      6.31e-02    6.61e-02    2.1e-07
1651000      7.54e-02    5.03e-02      6.27e-04    2.42e-03      6.76e-02    4.49e-02    2.1e-07
1652000      7.54e-02    6.29e-02      1.16e-03    1.34e-03      6.47e-02    5.60e-02    2.1e-07
1653000      7.30e-02    7.42e-02      1.04e-03    1.50e-03      6.34e-02    6.63e-02    2.1e-07
1654000      8.06e-02    7.01e-02      1.14e-03    1.62e-03      6.92e-02    6.36e-02    2.1e-07
1655000      7.67e-02    3.55e-02      7.53e-04    4.13e-04      6.84e-02    3.23e-02    2.1e-07
1656000      7.86e-02    7.41e-02      1.01e-03    5.86e-04      6.90e-02    6.64e-02    2.0e-07
1657000      8.07e-02    7.78e-02      1.50e-03    3.52e-05      6.77e-02    7.09e-02    2.0e-07
1658000      7.67e-02    3.18e-02      1.27e-03    9.36e-04      6.52e-02    2.88e-02    2.0e-07
1659000      7.53e-02    3.89e-02      9.49e-04    2.84e-04      6.60e-02    3.55e-02    2.0e-07
1660000      7.76e-02    8.23e-02      8.27e-04    3.00e-03      6.86e-02    7.05e-02    2.0e-07
1661000      8.09e-02    7.49e-02      1.24e-03    5.93e-04      6.77e-02    6.72e-02    2.0e-07
1662000      8.40e-02    2.84e-02      1.50e-03    9.57e-04      7.01e-02    2.57e-02    2.0e-07
1663000      6.52e-02    4.16e-02      6.75e-04    2.06e-03      5.81e-02    3.72e-02    2.0e-07
1664000      7.32e-02    7.70e-02      7.16e-04    2.76e-04      6.56e-02    7.01e-02    2.0e-07
1665000      7.50e-02    3.71e-02      9.93e-04    1.84e-03      6.50e-02    3.33e-02    2.0e-07
1666000      8.04e-02    3.87e-02      1.21e-03    1.38e-03      6.91e-02    3.43e-02    1.9e-07
1667000      7.86e-02    4.13e-02      1.07e-03    1.83e-03      6.79e-02    3.72e-02    1.9e-07
1668000      7.48e-02    7.83e-02      8.26e-04    4.71e-04      6.70e-02    7.09e-02    1.9e-07
1669000      7.99e-02    7.76e-02      1.16e-03    9.94e-04      6.84e-02    6.78e-02    1.9e-07
1670000      7.48e-02    7.62e-02      9.73e-04    4.87e-04      6.63e-02    6.90e-02    1.9e-07
1671000      8.09e-02    7.74e-02      1.46e-03    5.95e-04      6.87e-02    6.98e-02    1.9e-07
1672000      7.12e-02    7.32e-02      8.42e-04    1.50e-05      6.33e-02    6.72e-02    1.9e-07
1673000      6.80e-02    4.44e-02      8.76e-04    1.16e-03      6.02e-02    4.05e-02    1.9e-07
1674000      7.77e-02    4.74e-02      1.11e-03    4.18e-04      6.76e-02    4.35e-02    1.9e-07
1675000      7.56e-02    6.73e-02      8.16e-04    1.26e-04      6.77e-02    6.18e-02    1.9e-07
1676000      7.29e-02    7.73e-02      7.46e-04    1.10e-03      6.51e-02    7.04e-02    1.8e-07
1677000      6.96e-02    9.12e-02      9.04e-04    5.68e-03      6.08e-02    6.73e-02    1.8e-07
1678000      7.32e-02    8.13e-02      1.19e-03    1.02e-03      6.31e-02    7.14e-02    1.8e-07
1679000      7.91e-02    3.33e-02      8.98e-04    5.59e-04      6.95e-02    3.06e-02    1.8e-07
1680000      7.61e-02    7.39e-02      8.86e-04    3.91e-04      6.66e-02    6.75e-02    1.8e-07
1681000      7.60e-02    3.61e-02      1.11e-03    9.41e-04      6.56e-02    3.27e-02    1.8e-07
1682000      7.63e-02    3.01e-02      8.35e-04    1.02e-03      6.74e-02    2.75e-02    1.8e-07
1683000      7.29e-02    5.14e-02      9.65e-04    2.29e-03      6.35e-02    4.66e-02    1.8e-07
1684000      8.05e-02    3.63e-02      9.40e-04    1.07e-03      7.05e-02    3.28e-02    1.8e-07
1685000      7.36e-02    4.73e-02      6.29e-04    9.56e-04      6.62e-02    4.35e-02    1.8e-07
1686000      7.33e-02    4.04e-02      4.82e-04    1.29e-03      6.67e-02    3.70e-02    1.8e-07
1687000      7.20e-02    7.76e-02      7.80e-04    3.37e-04      6.46e-02    7.13e-02    1.7e-07
1688000      7.59e-02    6.28e-02      1.00e-03    2.02e-04      6.72e-02    5.78e-02    1.7e-07
1689000      7.66e-02    7.67e-02      9.45e-04    5.60e-04      6.77e-02    6.98e-02    1.7e-07
1690000      7.69e-02    3.49e-02      1.27e-03    1.37e-03      6.61e-02    3.18e-02    1.7e-07
1691000      7.70e-02    7.35e-02      1.11e-03    5.07e-04      6.71e-02    6.70e-02    1.7e-07
1692000      7.64e-02    4.01e-02      8.63e-04    1.46e-03      6.85e-02    3.59e-02    1.7e-07
1693000      7.85e-02    7.42e-02      1.09e-03    3.89e-04      6.89e-02    6.81e-02    1.7e-07
1694000      7.60e-02    6.19e-02      9.29e-04    1.77e-03      6.73e-02    5.69e-02    1.7e-07
1695000      7.84e-02    5.39e-02      1.12e-03    6.61e-04      6.77e-02    4.96e-02    1.7e-07
1696000      7.94e-02    3.75e-02      1.05e-03    1.50e-03      7.12e-02    3.43e-02    1.7e-07
1697000      7.67e-02    3.30e-02      6.94e-04    7.82e-04      6.93e-02    3.05e-02    1.7e-07
1698000      7.93e-02    4.31e-02      9.45e-04    8.07e-05      6.99e-02    3.99e-02    1.7e-07
1699000      7.64e-02    5.49e-02      7.23e-04    8.40e-04      6.86e-02    5.06e-02    1.6e-07
1700000      7.24e-02    5.44e-02      5.43e-04    2.52e-04      6.60e-02    5.04e-02    1.6e-07
1701000      7.45e-02    7.10e-02      1.16e-03    6.37e-05      6.54e-02    6.59e-02    1.6e-07
1702000      7.60e-02    4.14e-02      8.14e-04    2.78e-04      6.76e-02    3.83e-02    1.6e-07
1703000      7.12e-02    8.17e-02      9.05e-04    1.16e-03      6.40e-02    7.55e-02    1.6e-07
1704000      7.28e-02    7.52e-02      9.51e-04    1.07e-03      6.50e-02    6.58e-02    1.6e-07
1705000      7.68e-02    7.28e-02      8.01e-04    1.08e-04      6.80e-02    6.76e-02    1.6e-07
1706000      7.20e-02    5.02e-02      5.86e-04    9.91e-04      6.59e-02    4.62e-02    1.6e-07
1707000      7.40e-02    7.79e-02      5.95e-04    1.27e-03      6.75e-02    6.69e-02    1.6e-07
1708000      7.54e-02    5.36e-02      1.04e-03    3.71e-04      6.61e-02    4.98e-02    1.6e-07
1709000      7.11e-02    7.61e-02      9.12e-04    2.86e-04      6.36e-02    7.05e-02    1.6e-07
1710000      7.37e-02    8.13e-02      6.94e-04    1.39e-03      6.66e-02    6.93e-02    1.6e-07
1711000      7.35e-02    7.89e-02      9.10e-04    1.22e-03      6.44e-02    6.84e-02    1.5e-07
1712000      7.37e-02    7.35e-02      9.45e-04    1.21e-04      6.55e-02    6.84e-02    1.5e-07
1713000      7.98e-02    7.56e-02      1.03e-03    1.02e-04      7.11e-02    7.04e-02    1.5e-07
1714000      7.92e-02    7.64e-02      1.29e-03    4.15e-04      7.00e-02    7.06e-02    1.5e-07
1715000      7.48e-02    4.81e-02      8.84e-04    1.69e-03      6.72e-02    4.44e-02    1.5e-07
1716000      7.80e-02    4.07e-02      8.61e-04    3.00e-04      6.96e-02    3.79e-02    1.5e-07
1717000      6.48e-02    7.80e-02      1.23e-03    1.27e-03      5.77e-02    6.71e-02    1.5e-07
1718000      7.61e-02    4.76e-02      5.57e-04    2.76e-04      7.00e-02    4.44e-02    1.5e-07
1719000      7.38e-02    4.17e-02      1.03e-03    2.72e-04      6.58e-02    3.89e-02    1.5e-07
1720000      7.36e-02    7.56e-02      5.08e-04    7.97e-04      6.78e-02    6.87e-02    1.5e-07
1721000      7.30e-02    7.08e-02      6.89e-04    3.52e-04      6.66e-02    6.57e-02    1.5e-07
1722000      8.14e-02    5.26e-02      1.05e-03    1.86e-03      7.25e-02    4.77e-02    1.5e-07
1723000      7.17e-02    4.94e-02      6.72e-04    1.06e-03      6.52e-02    4.56e-02    1.5e-07
1724000      7.81e-02    4.22e-02      1.16e-03    2.24e-04      6.90e-02    3.94e-02    1.4e-07
1725000      7.36e-02    5.49e-02      6.73e-04    9.34e-04      6.76e-02    5.09e-02    1.4e-07
1726000      7.17e-02    4.53e-02      1.49e-03    3.20e-04      6.17e-02    4.23e-02    1.4e-07
1727000      7.60e-02    5.52e-02      1.05e-03    8.83e-04      6.80e-02    5.14e-02    1.4e-07
1728000      7.28e-02    8.07e-02      6.74e-04    3.99e-03      6.66e-02    6.65e-02    1.4e-07
1729000      6.88e-02    3.52e-02      1.02e-03    4.03e-04      6.12e-02    3.29e-02    1.4e-07
1730000      7.68e-02    4.86e-02      1.13e-03    1.89e-03      6.68e-02    4.50e-02    1.4e-07
1731000      7.36e-02    5.76e-02      7.95e-04    4.46e-04      6.70e-02    5.39e-02    1.4e-07
1732000      6.91e-02    3.77e-02      5.87e-04    1.54e-04      6.42e-02    3.53e-02    1.4e-07
1733000      7.51e-02    1.03e-01      1.01e-03    2.59e-03      6.56e-02    9.61e-02    1.4e-07
1734000      7.93e-02    3.49e-02      1.30e-03    5.15e-04      6.72e-02    3.25e-02    1.4e-07
1735000      7.31e-02    4.38e-02      7.84e-04    5.26e-04      6.65e-02    4.10e-02    1.4e-07
1736000      6.97e-02    6.24e-02      7.86e-04    1.33e-04      6.35e-02    5.85e-02    1.4e-07
1737000      7.41e-02    7.56e-02      6.60e-04    3.22e-04      6.81e-02    7.06e-02    1.4e-07
1738000      6.39e-02    7.53e-02      6.77e-04    1.36e-03      5.94e-02    6.40e-02    1.3e-07
1739000      7.55e-02    7.74e-02      8.50e-04    1.35e-03      6.93e-02    6.62e-02    1.3e-07
1740000      7.39e-02    8.53e-02      1.03e-03    1.55e-03      6.59e-02    7.24e-02    1.3e-07
1741000      7.22e-02    7.01e-02      6.68e-04    1.40e-03      6.68e-02    6.47e-02    1.3e-07
1742000      7.62e-02    4.58e-02      6.37e-04    4.04e-04      7.02e-02    4.30e-02    1.3e-07
1743000      7.62e-02    4.57e-02      9.69e-04    4.38e-04      6.76e-02    4.29e-02    1.3e-07
1744000      7.65e-02    7.80e-02      5.44e-04    6.19e-04      7.10e-02    7.21e-02    1.3e-07
1745000      7.55e-02    4.57e-02      8.02e-04    8.72e-04      6.79e-02    4.29e-02    1.3e-07
1746000      8.15e-02    7.30e-02      1.08e-03    8.56e-04      7.28e-02    6.60e-02    1.3e-07
1747000      7.25e-02    4.05e-02      9.83e-04    8.70e-04      6.50e-02    3.77e-02    1.3e-07
1748000      7.56e-02    6.40e-02      7.27e-04    1.98e-04      6.92e-02    6.02e-02    1.3e-07
1749000      7.11e-02    7.36e-02      6.35e-04    3.61e-03      6.56e-02    6.13e-02    1.3e-07
1750000      7.43e-02    7.34e-02      8.32e-04    3.30e-04      6.76e-02    6.88e-02    1.3e-07
1751000      8.01e-02    7.71e-02      1.27e-03    1.00e-03      6.93e-02    6.91e-02    1.3e-07
1752000      7.26e-02    4.79e-02      6.21e-04    3.96e-04      6.73e-02    4.51e-02    1.3e-07
1753000      6.10e-02    6.59e-02      8.17e-04    3.13e-03      5.64e-02    6.10e-02    1.2e-07
1754000      7.68e-02    3.99e-02      1.23e-03    5.14e-05      6.79e-02    3.77e-02    1.2e-07
1755000      7.60e-02    3.21e-02      6.04e-04    4.63e-04      7.01e-02    3.02e-02    1.2e-07
1756000      7.73e-02    4.68e-02      1.11e-03    1.20e-04      6.74e-02    4.42e-02    1.2e-07
1757000      7.23e-02    5.54e-02      8.13e-04    6.46e-05      6.55e-02    5.23e-02    1.2e-07
1758000      7.44e-02    2.35e-02      7.59e-04    5.59e-04      6.79e-02    2.21e-02    1.2e-07
1759000      7.62e-02    6.14e-02      1.26e-03    6.17e-04      6.72e-02    5.78e-02    1.2e-07
1760000      7.68e-02    7.15e-02      1.13e-03    4.07e-05      6.81e-02    6.76e-02    1.2e-07
1761000      6.90e-02    3.07e-02      1.26e-03    9.44e-04      6.01e-02    2.88e-02    1.2e-07
1762000      7.30e-02    4.84e-02      7.94e-04    1.24e-04      6.60e-02    4.57e-02    1.2e-07
1763000      6.93e-02    7.29e-02      1.12e-03    6.17e-05      6.19e-02    6.89e-02    1.2e-07
1764000      7.76e-02    3.92e-02      9.59e-04    1.07e-03      6.96e-02    3.64e-02    1.2e-07
1765000      7.23e-02    3.58e-02      7.78e-04    8.67e-04      6.64e-02    3.34e-02    1.2e-07
1766000      6.62e-02    3.86e-02      1.04e-03    1.30e-03      6.00e-02    3.55e-02    1.2e-07
1767000      7.60e-02    6.78e-02      8.55e-04    7.08e-04      6.99e-02    6.39e-02    1.2e-07
1768000      7.19e-02    7.53e-02      1.02e-03    9.09e-04      6.47e-02    6.89e-02    1.2e-07
1769000      6.62e-02    6.45e-02      1.05e-03    5.93e-04      5.91e-02    6.08e-02    1.1e-07
1770000      7.80e-02    7.37e-02      1.03e-03    3.91e-05      6.98e-02    6.98e-02    1.1e-07
1771000      7.79e-02    8.23e-02      8.65e-04    6.38e-04      7.08e-02    7.67e-02    1.1e-07
1772000      7.44e-02    6.71e-02      8.22e-04    5.51e-03      6.74e-02    6.00e-02    1.1e-07
